G,Date,Age,Tm,At,Opp,Point_Dif,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player,Pos
59,2023-03-03,25-228,MIA,,NYK,L (-2),1,38.5,7,16,0.438,0,0,,4,4,1.0,0,4,4,4,1,2,2,4,18,12.4,4.0,adebaba01,C
60,2023-03-04,25-229,MIA,,ATL,W (+8),1,35.5,10,12,0.833,0,0,,10,12,0.833,3,8,11,5,1,2,2,3,30,32.0,16.0,adebaba01,C
61,2023-03-06,25-231,MIA,,ATL,W (+2),1,36.1,5,9,0.556,0,0,,6,6,1.0,0,6,6,5,3,1,2,4,16,17.1,-1.0,adebaba01,C
62,2023-03-08,25-233,MIA,,CLE,L (-4),1,28.7,8,11,0.727,0,0,,1,2,0.5,1,0,1,1,0,2,3,5,17,9.9,-4.0,adebaba01,C
63,2023-03-10,25-235,MIA,,CLE,W (+4),1,37.3,8,12,0.667,0,0,,3,4,0.75,0,6,6,4,3,0,4,5,19,15.0,4.0,adebaba01,C
64,2023-03-11,25-236,MIA,@,ORL,L (-12),1,42.0,7,17,0.412,0,0,,0,0,,1,6,7,3,0,0,4,3,14,4.3,-10.0,adebaba01,C
65,2023-03-13,25-238,MIA,,UTA,W (+4),1,36.9,5,10,0.5,0,0,,6,8,0.75,2,7,9,3,1,1,3,2,16,13.7,5.0,adebaba01,C
66,2023-03-15,25-240,MIA,,MEM,W (+19),1,33.2,10,15,0.667,0,0,,6,8,0.75,2,6,8,3,0,3,3,3,26,21.9,20.0,adebaba01,C
67,2023-03-18,25-243,MIA,@,CHI,L (-14),1,34.0,9,17,0.529,0,0,,5,8,0.625,4,3,7,4,2,0,3,3,23,17.8,3.0,adebaba01,C
68,2023-03-19,25-244,MIA,@,DET,W (+12),1,39.5,7,12,0.583,0,0,,8,9,0.889,1,9,10,5,0,3,3,2,22,21.2,12.0,adebaba01,C
69,2023-03-22,25-247,MIA,,NYK,W (+7),1,39.5,5,11,0.455,0,0,,5,6,0.833,2,5,7,3,1,1,3,3,15,11.4,0.0,adebaba01,C
70,2023-03-25,25-250,MIA,,BKN,L (-29),1,34.6,8,14,0.571,0,0,,0,0,,4,3,7,2,1,1,4,3,16,11.0,-24.0,adebaba01,C
71,2023-03-28,25-253,MIA,@,TOR,L (-14),1,36.5,7,18,0.389,0,0,,7,8,0.875,5,7,12,4,1,0,0,2,21,19.4,-6.0,adebaba01,C
72,2023-03-29,25-254,MIA,@,NYK,L (-9),1,35.4,4,10,0.4,0,0,,1,2,0.5,0,11,11,4,1,0,3,2,9,6.5,-6.0,adebaba01,C
73,2023-04-04,25-260,MIA,@,DET,W (+13),1,31.0,6,10,0.6,0,0,,6,6,1.0,2,2,4,2,2,0,1,3,18,16.6,6.0,adebaba01,C
74,2023-04-06,25-262,MIA,@,PHI,W (+28),1,23.9,7,11,0.636,0,0,,0,0,,4,4,8,1,0,0,0,0,14,13.8,7.0,adebaba01,C
75,2023-04-09,25-265,MIA,,ORL,W (+13),1,7.9,2,3,0.667,0,0,,0,0,,2,1,3,1,1,0,0,0,4,6.1,1.0,adebaba01,C
1,2022-10-19,22-182,UTA,,DEN,W (+21),0,0.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,4.0,agbajoc01,SG
2,2022-10-28,22-191,UTA,@,DEN,L (-16),0,19.0,4,7,0.571,0,3,0.0,1,2,0.5,0,1,1,0,0,0,0,2,9,4.8,-6.0,agbajoc01,SG
3,2022-10-29,22-192,UTA,,MEM,W (+1),0,17.8,2,6,0.333,0,2,0.0,3,5,0.6,3,1,4,1,0,0,0,0,7,5.9,-12.0,agbajoc01,SG
4,2022-10-31,22-194,UTA,,MEM,W (+16),0,21.1,2,6,0.333,0,1,0.0,0,0,,1,2,3,0,0,0,0,3,4,0.7,6.0,agbajoc01,SG
5,2022-11-04,22-198,UTA,@,LAL,W (+14),0,1.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2.0,agbajoc01,SG
6,2022-11-07,22-201,UTA,,LAL,W (+23),0,6.5,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,0.2,0.0,agbajoc01,SG
7,2022-11-30,22-224,UTA,,LAC,W (+13),0,1.9,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2.0,agbajoc01,SG
8,2022-12-02,22-226,UTA,,IND,W (+20),0,3.5,2,2,1.0,1,1,1.0,0,0,,0,0,0,0,1,0,0,1,5,5.0,0.0,agbajoc01,SG
9,2022-12-07,22-231,UTA,,GSW,W (+1),0,0.4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,4.0,agbajoc01,SG
10,2022-12-09,22-233,UTA,,MIN,L (-10),0,12.0,2,2,1.0,1,1,1.0,0,0,,1,2,3,0,0,0,0,1,5,5.3,-4.0,agbajoc01,SG
11,2022-12-10,22-234,UTA,@,DEN,L (-5),0,19.6,2,8,0.25,2,5,0.4,0,0,,1,1,2,0,0,0,0,2,6,1.4,2.0,agbajoc01,SG
12,2022-12-13,22-237,UTA,,NOP,W (+21),0,3.8,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-4.0,agbajoc01,SG
13,2022-12-17,22-241,UTA,@,MIL,L (-26),0,7.3,2,5,0.4,0,3,0.0,0,2,0.0,0,1,1,1,0,0,0,0,4,1.5,-4.0,agbajoc01,SG
14,2022-12-19,22-243,UTA,@,CLE,L (-23),0,6.2,0,2,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,1,0,-1.1,-2.0,agbajoc01,SG
15,2022-12-20,22-244,UTA,@,DET,W (+15),0,2.6,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,0,3,2.0,-6.0,agbajoc01,SG
16,2022-12-22,22-246,UTA,,WAS,W (+8),0,2.8,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-8.0,agbajoc01,SG
17,2023-01-03,22-258,UTA,,SAC,L (-2),0,7.1,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,1,0,0,-2.4,6.0,agbajoc01,SG
18,2023-01-05,22-260,UTA,@,HOU,W (+17),0,17.7,4,5,0.8,3,4,0.75,0,0,,0,1,1,0,0,0,0,4,11,7.8,8.0,agbajoc01,SG
19,2023-01-07,22-262,UTA,@,CHI,L (-8),0,21.1,7,7,1.0,4,4,1.0,1,1,1.0,1,0,1,1,0,0,0,2,19,17.5,-8.0,agbajoc01,SG
20,2023-01-08,22-263,UTA,@,MEM,L (-5),0,21.3,0,2,0.0,0,2,0.0,0,0,,1,2,3,0,0,0,1,0,0,-1.1,-6.0,agbajoc01,SG
21,2023-01-10,22-265,UTA,,CLE,W (+2),0,17.9,1,4,0.25,0,2,0.0,0,0,,1,3,4,2,0,0,0,3,2,1.4,-2.0,agbajoc01,SG
22,2023-01-13,22-268,UTA,,ORL,W (+4),0,26.0,1,4,0.25,1,3,0.333,0,0,,2,3,5,2,0,2,0,1,3,5.3,23.0,agbajoc01,SG
23,2023-01-14,22-269,UTA,,PHI,L (-1),0,20.7,1,3,0.333,0,0,,1,2,0.5,0,1,1,1,1,0,1,3,3,0.7,-3.0,agbajoc01,SG
24,2023-01-16,22-271,UTA,@,MIN,W (+1),0,31.3,6,8,0.75,3,4,0.75,2,2,1.0,1,1,2,0,0,1,1,1,17,14.1,3.0,agbajoc01,SG
25,2023-01-18,22-273,UTA,,LAC,W (+23),0,20.8,2,2,1.0,0,0,,0,0,,1,2,3,1,0,1,1,4,4,3.5,8.0,agbajoc01,SG
26,2023-01-20,22-275,UTA,,BKN,L (-11),0,12.7,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,10.0,agbajoc01,SG
27,2023-01-23,22-278,UTA,,CHA,W (+18),0,20.2,3,7,0.429,2,5,0.4,0,0,,0,4,4,2,1,0,1,3,8,5.7,18.0,agbajoc01,SG
28,2023-01-25,22-280,UTA,@,POR,L (-10),0,11.6,0,1,0.0,0,1,0.0,0,0,,2,0,2,2,0,0,0,0,0,2.1,0.0,agbajoc01,SG
29,2023-01-28,22-283,UTA,,DAL,W (+8),0,17.6,1,3,0.333,0,2,0.0,2,2,1.0,2,1,3,0,0,0,3,4,4,-0.6,2.0,agbajoc01,SG
30,2023-02-01,22-287,UTA,,TOR,W (+3),0,16.7,2,3,0.667,2,3,0.667,0,0,,2,0,2,0,1,0,0,0,6,7.1,-6.0,agbajoc01,SG
31,2023-02-03,22-289,UTA,,ATL,L (-7),0,24.0,4,6,0.667,3,5,0.6,0,0,,0,2,2,0,0,0,0,3,11,7.8,4.0,agbajoc01,SG
32,2023-02-06,22-292,UTA,,DAL,L (-13),0,13.5,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,0,1,3,0.9,-11.0,agbajoc01,SG
33,2023-02-08,22-294,UTA,,MIN,L (-25),0,24.3,0,4,0.0,0,2,0.0,0,0,,2,2,4,1,0,0,0,1,0,-0.5,0.0,agbajoc01,SG
34,2023-02-10,22-296,UTA,@,TOR,W (+6),1,18.8,2,3,0.667,1,2,0.5,0,0,,0,1,1,0,0,0,0,5,5,2.0,-16.0,agbajoc01,SG
35,2023-02-11,22-297,UTA,@,NYK,L (-6),0,19.0,2,2,1.0,1,1,1.0,0,0,,0,1,1,1,0,0,0,1,5,5.0,6.0,agbajoc01,SG
36,2023-02-13,22-299,UTA,@,IND,W (+6),0,29.4,3,7,0.429,2,4,0.5,0,0,,2,2,4,1,0,0,1,1,8,5.6,8.0,agbajoc01,SG
37,2023-02-15,22-301,UTA,@,MEM,L (-6),1,38.7,7,12,0.583,3,8,0.375,0,0,,1,0,1,1,1,0,1,2,17,12.0,-9.0,agbajoc01,SG
38,2023-02-23,22-309,UTA,,OKC,W (+1),0,21.9,4,11,0.364,3,8,0.375,1,2,0.5,3,1,4,3,1,0,2,4,12,7.4,-16.0,agbajoc01,SG
39,2023-02-25,22-311,UTA,,SAS,W (+16),0,31.0,4,8,0.5,2,5,0.4,4,4,1.0,0,3,3,1,0,1,0,0,14,12.3,20.0,agbajoc01,SG
40,2023-02-28,22-314,UTA,,SAS,L (-8),1,18.5,3,8,0.375,3,7,0.429,0,0,,0,1,1,1,1,1,1,0,9,6.3,9.0,agbajoc01,SG
41,2023-03-03,22-317,UTA,@,OKC,L (-27),1,28.4,3,11,0.273,2,9,0.222,0,0,,0,3,3,2,1,0,2,4,8,1.2,-19.0,agbajoc01,SG
42,2023-03-05,22-319,UTA,@,OKC,L (-10),1,30.7,4,10,0.4,1,6,0.167,5,5,1.0,0,1,1,2,2,0,0,1,14,11.9,0.0,agbajoc01,SG
43,2023-03-07,22-321,UTA,@,DAL,L (-4),1,25.9,2,11,0.182,1,6,0.167,1,2,0.5,0,1,1,2,0,0,2,4,6,-3.2,-3.0,agbajoc01,SG
44,2023-03-09,22-323,UTA,@,ORL,W (+7),1,31.4,5,10,0.5,4,8,0.5,0,0,,0,2,2,0,0,1,2,3,14,7.1,9.0,agbajoc01,SG
45,2023-03-11,22-325,UTA,@,CHA,W (+8),1,33.9,3,10,0.3,2,7,0.286,2,2,1.0,2,1,3,1,1,0,0,1,10,7.2,17.0,agbajoc01,SG
46,2023-03-13,22-327,UTA,@,MIA,L (-4),1,29.1,6,11,0.545,1,5,0.2,1,2,0.5,3,1,4,1,1,0,2,3,14,9.2,-11.0,agbajoc01,SG
47,2023-03-18,22-332,UTA,,BOS,W (+1),1,36.4,6,11,0.545,4,8,0.5,0,0,,0,1,1,3,0,0,0,1,16,12.7,16.0,agbajoc01,SG
48,2023-03-20,22-334,UTA,,SAC,W (+8),1,33.2,8,14,0.571,6,10,0.6,5,5,1.0,1,4,5,3,0,1,1,3,27,22.9,18.0,agbajoc01,SG
49,2023-03-22,22-336,UTA,,POR,L (-12),1,32.1,2,7,0.286,2,4,0.5,1,2,0.5,0,3,3,3,1,0,1,3,7,4.3,-13.0,agbajoc01,SG
50,2023-03-24,22-338,UTA,,MIL,L (-28),1,25.4,1,8,0.125,0,4,0.0,4,5,0.8,2,0,2,2,1,0,1,2,6,2.4,-21.0,agbajoc01,SG
51,2023-03-25,22-339,UTA,@,SAC,L (-8),1,36.0,8,15,0.533,3,7,0.429,1,2,0.5,1,2,3,4,0,3,1,0,20,17.5,-10.0,agbajoc01,SG
52,2023-03-27,22-341,UTA,,PHO,L (-14),1,24.4,3,8,0.375,3,7,0.429,0,0,,1,3,4,1,0,0,4,5,9,0.9,1.0,agbajoc01,SG
53,2023-03-29,22-343,UTA,@,SAS,W (+11),1,24.5,2,7,0.286,2,6,0.333,4,4,1.0,0,1,1,3,0,2,1,1,10,8.3,-1.0,agbajoc01,SG
54,2023-03-31,22-345,UTA,@,BOS,L (-8),1,29.7,4,12,0.333,2,6,0.333,2,2,1.0,2,5,7,2,0,0,2,3,12,6.3,-3.0,agbajoc01,SG
55,2023-04-02,22-347,UTA,@,BKN,L (-1),1,28.8,6,13,0.462,2,7,0.286,5,5,1.0,2,0,2,1,0,0,0,1,19,14.0,-1.0,agbajoc01,SG
56,2023-04-04,22-349,UTA,,LAL,L (-2),1,38.1,7,15,0.467,4,8,0.5,4,4,1.0,1,3,4,3,0,2,1,0,22,18.4,-1.0,agbajoc01,SG
57,2023-04-06,22-351,UTA,,OKC,L (-16),1,30.6,6,18,0.333,0,8,0.0,1,2,0.5,0,1,1,0,0,0,1,5,13,-0.3,-7.0,agbajoc01,SG
58,2023-04-08,22-353,UTA,,DEN,W (+4),1,35.1,10,25,0.4,3,11,0.273,5,5,1.0,1,2,3,3,1,0,4,1,28,14.5,-1.0,agbajoc01,SG
59,2023-04-09,22-354,UTA,@,LAL,L (-11),1,26.7,4,13,0.308,0,3,0.0,0,0,,0,1,1,8,1,0,2,2,8,4.6,-7.0,agbajoc01,SG
1,2022-10-19,21-282,MEM,,NYK,W (+3),1,39.0,7,14,0.5,3,8,0.375,1,2,0.5,2,9,11,1,1,1,0,1,18,16.7,18.0,aldamsa01,PF
2,2022-10-21,21-284,MEM,@,HOU,W (+7),1,31.0,3,11,0.273,0,3,0.0,2,4,0.5,4,5,9,3,1,3,1,1,8,8.8,22.0,aldamsa01,PF
3,2022-10-22,21-285,MEM,@,DAL,L (-41),1,20.8,2,4,0.5,1,3,0.333,3,3,1.0,2,4,6,0,0,0,2,5,8,4.6,-10.0,aldamsa01,PF
4,2022-10-24,21-287,MEM,,BKN,W (+10),1,32.4,6,8,0.75,2,4,0.5,3,3,1.0,2,2,4,0,1,1,0,1,17,17.1,17.0,aldamsa01,PF
5,2022-10-27,21-290,MEM,@,SAC,W (+15),1,29.9,2,6,0.333,0,4,0.0,0,0,,0,2,2,1,2,2,0,4,4,3.7,1.0,aldamsa01,PF
6,2022-10-29,21-292,MEM,@,UTA,L (-1),1,29.6,4,8,0.5,0,1,0.0,2,3,0.667,0,3,3,1,0,0,2,5,10,3.2,-10.0,aldamsa01,PF
7,2022-10-31,21-294,MEM,@,UTA,L (-16),1,23.7,1,7,0.143,0,1,0.0,1,2,0.5,4,4,8,1,0,1,0,3,3,2.3,3.0,aldamsa01,PF
8,2022-11-02,21-296,MEM,@,POR,W (+5),1,29.0,4,8,0.5,2,4,0.5,1,2,0.5,3,4,7,0,0,2,0,3,11,10.1,0.0,aldamsa01,PF
9,2022-11-04,21-298,MEM,,CHA,W (+31),1,21.0,5,9,0.556,2,5,0.4,0,0,,1,4,5,1,1,2,2,2,12,9.9,19.0,aldamsa01,PF
10,2022-11-06,21-300,MEM,,WAS,W (+6),1,26.9,2,9,0.222,0,4,0.0,0,1,0.0,0,10,10,2,3,0,0,3,4,4.3,6.0,aldamsa01,PF
11,2022-11-07,21-301,MEM,,BOS,L (-3),1,18.5,3,7,0.429,2,6,0.333,0,0,,1,0,1,0,0,0,0,1,8,4.6,-16.0,aldamsa01,PF
12,2022-11-09,21-303,MEM,@,SAS,W (+2),1,23.0,3,5,0.6,1,2,0.5,0,0,,4,3,7,1,1,1,0,2,7,10.0,7.0,aldamsa01,PF
13,2022-11-11,21-305,MEM,,MIN,W (+11),1,34.3,5,7,0.714,1,2,0.5,1,2,0.5,1,6,7,0,2,1,1,3,12,11.7,10.0,aldamsa01,PF
14,2022-11-13,21-307,MEM,@,WAS,L (-10),1,28.7,6,11,0.545,3,4,0.75,0,0,,2,5,7,2,1,3,2,5,15,13.1,3.0,aldamsa01,PF
15,2022-11-15,21-309,MEM,@,NOP,L (-11),0,24.9,3,6,0.5,1,3,0.333,1,2,0.5,1,6,7,1,1,0,0,3,8,7.6,-2.0,aldamsa01,PF
16,2022-11-18,21-312,MEM,,OKC,W (+11),0,23.1,4,9,0.444,3,7,0.429,4,4,1.0,2,5,7,1,0,0,0,1,15,13.5,2.0,aldamsa01,PF
17,2022-11-20,21-314,MEM,@,BKN,L (-12),1,21.1,2,7,0.286,1,4,0.25,3,4,0.75,0,3,3,1,1,0,0,1,8,5.7,-13.0,aldamsa01,PF
18,2022-11-22,21-316,MEM,,SAC,L (-4),0,16.4,3,9,0.333,1,4,0.25,0,0,,1,1,2,2,3,1,0,3,7,6.8,-18.0,aldamsa01,PF
19,2022-11-27,21-321,MEM,@,NYK,W (+4),0,17.7,3,7,0.429,1,3,0.333,0,0,,1,3,4,1,0,0,1,3,7,3.4,4.0,aldamsa01,PF
20,2022-11-30,21-324,MEM,@,MIN,L (-8),0,16.9,2,5,0.4,0,1,0.0,0,0,,2,1,3,2,0,0,1,4,4,1.8,-14.0,aldamsa01,PF
21,2022-12-02,21-326,MEM,,PHI,W (+8),0,21.8,3,6,0.5,2,5,0.4,5,6,0.833,1,4,5,3,0,3,1,1,13,14.3,10.0,aldamsa01,PF
22,2022-12-04,21-328,MEM,@,DET,W (+10),0,18.2,2,5,0.4,1,3,0.333,0,0,,1,6,7,5,0,2,1,3,5,7.5,5.0,aldamsa01,PF
23,2022-12-05,21-329,MEM,,MIA,W (+8),1,33.6,8,12,0.667,2,5,0.4,0,0,,0,10,10,2,1,1,0,3,18,17.7,6.0,aldamsa01,PF
24,2022-12-07,21-331,MEM,,OKC,W (+21),0,22.2,5,8,0.625,2,4,0.5,2,2,1.0,1,4,5,3,1,0,1,3,14,13.2,9.0,aldamsa01,PF
25,2022-12-09,21-333,MEM,,DET,W (+11),0,18.4,2,4,0.5,2,3,0.667,3,4,0.75,2,3,5,0,2,0,0,1,9,10.5,4.0,aldamsa01,PF
26,2022-12-12,21-336,MEM,,ATL,W (+25),0,20.6,4,8,0.5,2,5,0.4,6,7,0.857,0,5,5,2,0,0,1,1,16,13.1,5.0,aldamsa01,PF
27,2022-12-15,21-339,MEM,,MIL,W (+41),0,26.9,4,6,0.667,2,3,0.667,4,5,0.8,0,3,3,1,1,0,1,2,14,11.8,28.0,aldamsa01,PF
28,2022-12-17,21-341,MEM,@,OKC,L (-6),0,16.7,1,5,0.2,0,2,0.0,5,5,1.0,1,4,5,1,0,1,0,1,7,6.8,0.0,aldamsa01,PF
29,2022-12-20,21-344,MEM,@,DEN,L (-14),0,14.1,3,4,0.75,0,1,0.0,0,0,,0,3,3,1,1,0,1,3,6,4.8,-4.0,aldamsa01,PF
30,2022-12-23,21-347,MEM,@,PHO,W (+25),0,20.2,4,7,0.571,2,2,1.0,0,2,0.0,1,3,4,1,0,2,0,2,10,8.8,3.0,aldamsa01,PF
31,2022-12-25,21-349,MEM,@,GSW,L (-14),0,20.8,3,7,0.429,3,6,0.5,0,2,0.0,0,2,2,2,0,1,1,2,9,5.4,-8.0,aldamsa01,PF
32,2022-12-27,21-351,MEM,,PHO,L (-17),0,14.7,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,1,0,0,3,3.4,-24.0,aldamsa01,PF
33,2022-12-29,21-353,MEM,@,TOR,W (+13),0,13.6,2,6,0.333,1,3,0.333,1,2,0.5,1,4,5,1,0,0,1,1,6,3.4,3.0,aldamsa01,PF
34,2023-01-04,21-359,MEM,@,CHA,W (+24),0,20.2,3,6,0.5,0,3,0.0,2,2,1.0,0,3,3,2,0,1,0,1,8,7.6,17.0,aldamsa01,PF
35,2023-01-05,21-360,MEM,@,ORL,W (+8),0,13.0,0,4,0.0,0,4,0.0,0,0,,0,2,2,1,0,0,2,3,0,-4.7,-10.0,aldamsa01,PF
36,2023-01-08,21-363,MEM,,UTA,W (+5),0,17.3,5,10,0.5,2,4,0.5,0,0,,4,1,5,2,0,1,0,1,12,11.8,10.0,aldamsa01,PF
37,2023-01-09,21-364,MEM,,SAS,W (+8),0,17.8,5,5,1.0,1,1,1.0,2,2,1.0,0,3,3,0,2,0,1,1,13,13.0,12.0,aldamsa01,PF
38,2023-01-11,22-001,MEM,,SAS,W (+6),0,22.8,2,4,0.5,2,2,1.0,1,2,0.5,0,5,5,0,0,1,1,0,7,5.8,11.0,aldamsa01,PF
39,2023-01-14,22-004,MEM,@,IND,W (+18),0,26.1,6,9,0.667,1,4,0.25,4,6,0.667,1,3,4,1,2,0,0,1,17,16.2,-14.0,aldamsa01,PF
40,2023-01-16,22-006,MEM,,PHO,W (+30),0,22.4,2,6,0.333,2,5,0.4,0,0,,1,4,5,1,0,0,2,2,6,2.4,0.0,aldamsa01,PF
41,2023-01-18,22-008,MEM,,CLE,W (+1),0,19.5,6,8,0.75,4,6,0.667,0,0,,0,2,2,0,1,1,1,1,16,13.7,-8.0,aldamsa01,PF
42,2023-01-20,22-010,MEM,@,LAL,L (-1),0,15.0,1,4,0.25,0,2,0.0,2,4,0.5,2,3,5,0,1,0,1,1,4,2.7,3.0,aldamsa01,PF
43,2023-01-22,22-012,MEM,@,PHO,L (-2),0,11.8,0,3,0.0,0,3,0.0,0,0,,0,1,1,2,1,0,2,2,0,-2.2,-22.0,aldamsa01,PF
44,2023-01-23,22-013,MEM,@,SAC,L (-33),0,14.3,2,5,0.4,2,5,0.4,2,3,0.667,0,0,0,2,0,0,0,1,8,5.9,-14.0,aldamsa01,PF
45,2023-01-25,22-015,MEM,@,GSW,L (-2),0,20.6,5,5,1.0,2,2,1.0,1,2,0.5,1,2,3,0,0,0,0,2,13,11.6,2.0,aldamsa01,PF
46,2023-01-27,22-017,MEM,@,MIN,L (-11),0,18.6,2,9,0.222,1,6,0.167,0,0,,0,4,4,1,0,0,1,0,5,0.4,-3.0,aldamsa01,PF
47,2023-01-29,22-019,MEM,,IND,W (+12),0,15.2,0,1,0.0,0,1,0.0,2,2,1.0,1,2,3,2,1,0,0,1,2,4.6,4.0,aldamsa01,PF
48,2023-02-01,22-022,MEM,,POR,L (-10),0,17.5,5,7,0.714,0,2,0.0,0,0,,0,2,2,0,0,0,0,0,10,7.7,-15.0,aldamsa01,PF
49,2023-02-02,22-023,MEM,@,CLE,L (-15),1,34.0,7,15,0.467,4,7,0.571,3,3,1.0,0,10,10,1,1,0,3,3,21,13.8,-4.0,aldamsa01,PF
50,2023-02-05,22-026,MEM,,TOR,L (-3),1,32.0,5,11,0.455,2,8,0.25,3,3,1.0,0,6,6,4,0,2,3,0,15,12.3,5.0,aldamsa01,PF
51,2023-02-07,22-028,MEM,,CHI,W (+15),0,16.8,2,6,0.333,1,4,0.25,0,0,,2,3,5,1,1,1,1,2,5,4.5,-1.0,aldamsa01,PF
52,2023-02-10,22-031,MEM,,MIN,W (+21),0,20.3,6,8,0.75,3,5,0.6,3,4,0.75,1,3,4,0,0,0,0,0,18,16.0,4.0,aldamsa01,PF
53,2023-02-12,22-033,MEM,@,BOS,L (-10),0,27.5,2,11,0.182,2,9,0.222,3,3,1.0,0,7,7,1,1,2,2,2,9,4.5,-17.0,aldamsa01,PF
54,2023-02-15,22-036,MEM,,UTA,W (+6),0,21.4,4,8,0.5,2,2,1.0,0,0,,2,1,3,2,2,0,0,0,10,11.1,18.0,aldamsa01,PF
55,2023-02-23,22-044,MEM,@,PHI,L (-5),0,15.2,2,5,0.4,0,3,0.0,2,4,0.5,0,0,0,1,0,1,0,5,6,1.9,6.0,aldamsa01,PF
56,2023-02-25,22-046,MEM,,DEN,W (+18),0,22.8,2,6,0.333,1,5,0.2,0,0,,2,4,6,1,2,0,1,2,5,5.1,14.0,aldamsa01,PF
57,2023-02-28,22-049,MEM,,LAL,W (+12),0,15.4,3,7,0.429,0,2,0.0,0,0,,1,2,3,1,0,0,0,0,6,4.3,14.0,aldamsa01,PF
58,2023-03-01,22-050,MEM,@,HOU,W (+14),0,20.8,4,6,0.667,1,1,1.0,0,0,,0,5,5,1,0,1,0,1,9,8.9,-11.0,aldamsa01,PF
59,2023-03-03,22-052,MEM,@,DEN,L (-16),0,23.4,0,4,0.0,0,3,0.0,1,2,0.5,0,4,4,2,0,1,2,3,1,-2.1,-14.0,aldamsa01,PF
60,2023-03-05,22-054,MEM,@,LAC,L (-6),0,19.7,4,8,0.5,1,3,0.333,0,1,0.0,0,0,0,0,0,0,0,3,9,3.4,-13.0,aldamsa01,PF
61,2023-03-07,22-056,MEM,@,LAL,L (-9),0,26.5,4,8,0.5,2,4,0.5,1,2,0.5,0,5,5,1,0,1,1,5,11,6.5,0.0,aldamsa01,PF
62,2023-03-09,22-058,MEM,,GSW,W (+21),0,29.6,5,9,0.556,3,5,0.6,2,2,1.0,2,5,7,1,0,0,1,0,15,13.3,16.0,aldamsa01,PF
63,2023-03-11,22-060,MEM,,DAL,W (+4),0,22.6,5,10,0.5,0,4,0.0,0,0,,2,3,5,1,0,1,1,2,10,6.9,6.0,aldamsa01,PF
64,2023-03-13,22-062,MEM,@,DAL,W (+16),0,21.5,3,5,0.6,0,1,0.0,4,4,1.0,0,9,9,3,0,0,3,2,10,8.7,11.0,aldamsa01,PF
65,2023-03-15,22-064,MEM,@,MIA,L (-19),0,20.8,2,8,0.25,0,5,0.0,1,2,0.5,3,1,4,4,0,0,0,0,5,5.0,-8.0,aldamsa01,PF
66,2023-03-17,22-066,MEM,@,SAS,W (+6),0,17.2,1,8,0.125,1,4,0.25,0,0,,3,2,5,0,0,1,1,2,3,-0.6,-5.0,aldamsa01,PF
67,2023-03-18,22-067,MEM,,GSW,W (+14),0,18.1,2,3,0.667,0,0,,0,0,,2,1,3,1,0,1,0,2,4,5.0,-10.0,aldamsa01,PF
68,2023-03-20,22-069,MEM,,DAL,W (+4),0,27.9,6,12,0.5,2,6,0.333,8,9,0.889,5,9,14,2,0,0,0,1,22,22.8,4.0,aldamsa01,PF
69,2023-03-22,22-071,MEM,,HOU,W (+5),0,21.1,2,5,0.4,1,3,0.333,0,0,,0,1,1,1,1,0,0,1,5,3.9,9.0,aldamsa01,PF
70,2023-03-24,22-073,MEM,,HOU,W (+37),0,26.3,2,2,1.0,2,2,1.0,2,2,1.0,1,5,6,2,1,0,2,1,8,9.6,28.0,aldamsa01,PF
71,2023-03-26,22-075,MEM,@,ATL,W (+4),0,18.6,0,3,0.0,0,3,0.0,0,0,,0,4,4,1,0,0,0,2,0,-1.0,8.0,aldamsa01,PF
72,2023-03-28,22-077,MEM,,ORL,W (+5),0,23.9,3,5,0.6,1,1,1.0,2,2,1.0,1,4,5,1,2,1,2,2,9,9.2,4.0,aldamsa01,PF
73,2023-03-29,22-078,MEM,,LAC,L (-9),1,32.6,6,7,0.857,2,2,1.0,3,4,0.75,3,5,8,1,1,1,2,2,17,17.3,-1.0,aldamsa01,PF
74,2023-03-31,22-080,MEM,,LAC,W (+14),0,16.3,4,9,0.444,0,1,0.0,5,5,1.0,2,6,8,0,0,1,2,2,13,9.4,,aldamsa01,PF
75,2023-04-02,22-082,MEM,@,CHI,L (-21),0,17.6,1,3,0.333,1,2,0.5,0,0,,0,3,3,1,0,0,0,2,3,2.1,-12.0,aldamsa01,PF
